site,field_path,weighted_errors,weighted_evaluations,raw_errors,raw_evaluations,error_rate
stampede3,/slurm/partitions/spr/cpus_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/spr/gpu_count_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/spr/gpu_models,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/spr/maximum_nodes_per_job,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/spr/maximum_walltime_seconds,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/spr/memory_mib_per_node,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/spr/node_count,0.0,12.0,0,36,0.0
stampede3,/slurm/partitions/spr/shared_nodes,3.0,12.0,9,36,0.25
stampede3,/slurm/submit_command,0.0,12.0,0,36,0.0
stampede3,/slurm/version,0.0,12.0,0,36,0.0
stampede3,/storage/home/compute_readable,0.0,12.0,0,36,0.0
stampede3,/storage/home/compute_visible,0.0,12.0,0,36,0.0
stampede3,/storage/home/compute_writable,0.0,12.0,0,36,0.0
stampede3,/storage/home/environment_variables,0.0,12.0,0,36,0.0
stampede3,/storage/home/filesystem_type,0.0,12.0,0,36,0.0
stampede3,/storage/home/login_readable,0.0,12.0,0,36,0.0
stampede3,/storage/home/login_writable,0.0,12.0,0,36,0.0
stampede3,/storage/home/path_pattern,12.000000000000002,12.0,36,36,1.0000000000000002
stampede3,/storage/home/purge_after_days,0.3333333333333333,12.0,1,36,0.027777777777777776
stampede3,/storage/home/shared_across_compute_nodes,4.0,12.0,12,36,0.3333333333333333
stampede3,/storage/scratch/compute_readable,0.0,12.0,0,36,0.0
stampede3,/storage/scratch/compute_visible,0.0,12.0,0,36,0.0
stampede3,/storage/scratch/compute_writable,0.0,12.0,0,36,0.0
stampede3,/storage/scratch/environment_variables,0.0,12.0,0,36,0.0
stampede3,/storage/scratch/filesystem_type,0.0,12.0,0,36,0.0
stampede3,/storage/scratch/login_readable,0.0,12.0,0,36,0.0
stampede3,/storage/scratch/login_writable,0.0,12.0,0,36,0.0
stampede3,/storage/scratch/path_pattern,12.000000000000002,12.0,36,36,1.0000000000000002
stampede3,/storage/scratch/purge_after_days,0.0,12.0,0,36,0.0
stampede3,/storage/scratch/shared_across_compute_nodes,4.0,12.0,12,36,0.3333333333333333
stampede3,/storage/work/compute_readable,0.0,12.0,0,36,0.0
stampede3,/storage/work/compute_visible,0.0,12.0,0,36,0.0
stampede3,/storage/work/compute_writable,0.0,12.0,0,36,0.0
stampede3,/storage/work/environment_variables,0.0,12.0,0,36,0.0
stampede3,/storage/work/filesystem_type,0.0,12.0,0,36,0.0
stampede3,/storage/work/login_readable,0.0,12.0,0,36,0.0
stampede3,/storage/work/login_writable,0.0,12.0,0,36,0.0
stampede3,/storage/work/path_pattern,12.000000000000002,12.0,36,36,1.0000000000000002
stampede3,/storage/work/purge_after_days,0.3333333333333333,12.0,1,36,0.027777777777777776
stampede3,/storage/work/shared_across_compute_nodes,4.0,12.0,12,36,0.3333333333333333
